iteration,true_alpha,true_temperature,recovered_alpha,recovered_temperature
0,0.001,1.873817422860385,0.06270471219218919,2.6818196164321835
0,0.05149494949494949,0.04328761281083057,0.001,0.01
0,0.10198989898989898,0.06579332246575682,0.10186425765648123,0.01
0,0.15248484848484847,1.629750834620645,0.3268702165795974,1.1719323835050635
0,0.20297979797979795,1.072267222010323,0.12143471908775388,1.4452479843977626
0,0.25347474747474746,5.72236765935022,0.001,5.955359141318385
0,0.30396969696969695,0.08111308307896872,0.3313192815144423,0.010000003741144053
0,0.3544646464646464,0.013219411484660288,0.359829294139717,0.01
0,0.4049595959595959,2.4770763559917115,0.34336475493559243,2.868010585615619
0,0.4554545454545454,0.49770235643321115,0.5556632072764225,0.33670866277608685
0,0.5059494949494949,3.7649358067924674,0.4900622912202668,1.9309491802282084
0,0.5564444444444444,4.641588833612782,0.5004624091853931,2.0542451603670977
0,0.6069393939393939,1.232846739442066,0.6860524545947857,1.393749718835904
0,0.6574343434343434,0.024770763559917114,0.706144014519444,0.01
0,0.7079292929292929,0.06579332246575682,0.567422421379227,0.01
0,0.7584242424242423,0.04328761281083057,0.7530435903530721,0.01
0,0.8089191919191918,0.9326033468832199,0.7565866598837879,1.1462700294697685
0,0.8594141414141413,0.026560877829466867,0.845329146875644,0.01
0,0.9099090909090908,2.656087782946687,0.8390773225815549,2.0645627943114024
0,0.9604040404040403,0.13219411484660293,0.8539218275252319,0.01
0,1.0108989898989897,0.1519911082952934,1.1112431349381424,0.01
0,1.0613939393939391,0.17475284000076838,1.072661856980663,0.31022631657272814
0,1.1118888888888887,4.641588833612782,1.2032389402151362,2.057514066639252
0,1.162383838383838,0.01747528400007684,1.166666062216236,0.026384488421048093
0,1.2128787878787877,0.026560877829466867,1.2199595398204115,0.01
0,1.263373737373737,0.23101297000831603,1.122417038096982,0.33657202610446707
0,1.3138686868686866,0.08697490026177834,1.2511453288250627,0.01
0,1.364363636363636,1.4174741629268048,1.7055568941527515,1.02668670468823
0,1.4148585858585856,0.08697490026177834,1.3879133322739978,0.01
0,1.465353535353535,4.037017258596554,2.672614712312295,8.021012156520953
0,1.5158484848484846,4.9770235643321135,2.9514856149341098,6.553901902172247
0,1.566343434343434,3.2745491628777286,2.780569413816413,8.072338666512854
0,1.6168383838383835,0.01519911082952934,1.6420800109846683,0.01
0,1.6673333333333331,0.7564633275546291,1.562283752198818,0.3673985407902079
0,1.7178282828282825,1.3219411484660286,1.5628878474437662,0.4112453180719563
0,1.768323232323232,9.326033468832199,1.2575532006549526,8.283915985844887
0,1.8188181818181814,1.4174741629268048,2.716666832363137,2.3948038755451293
0,1.869313131313131,1.1497569953977356,3.353026400214427,1.5344878491638732
0,1.9198080808080804,0.08111308307896872,1.834552814837374,0.01
0,1.97030303030303,0.046415888336127795,2.209854729154293,0.941154567010298
0,2.0207979797979796,3.0538555088334154,2.332813455423046,3.0888362322834904
0,2.071292929292929,1.629750834620645,4.127641175319964,3.3402537260197556
0,2.1217878787878783,0.6135907273413173,1.9836543070055948,0.04673982185835963
0,2.1722828282828277,0.23101297000831603,2.3744038254112665,0.01
0,2.2227777777777775,0.04328761281083057,2.65346221585239,0.01
