iteration,true_alpha,true_temperature,recovered_alpha,recovered_temperature
0,0.1,1.6161616161616161,0.2620088673816707,2.0843998982540968
0,0.14949494949494951,3.3333333333333335,0.14969271835775808,3.618710740800293
0,0.198989898989899,9.191919191919192,0.4983996069116887,4.416284054516231
0,0.2484848484848485,0.0,0.2163268521826043,0.01
0,0.297979797979798,4.141414141414141,0.35902340100091074,3.6565816159955222
0,0.3474747474747475,2.0202020202020203,0.7023485428940316,2.235780704617563
0,0.396969696969697,7.373737373737374,1.3585095045325282,10.0
0,0.44646464646464656,6.262626262626262,0.3199924883326782,5.2161305320912215
0,0.49595959595959604,1.1111111111111112,0.5952575003693409,0.9956168394933136
0,0.5454545454545455,7.171717171717171,0.001,9.470738886720142
0,0.594949494949495,3.6363636363636362,0.7076160298110937,3.954593783744661
0,0.6444444444444445,6.767676767676767,0.7326972683923879,9.88248426291187
0,0.693939393939394,1.9191919191919191,0.6018866064889218,1.169299760714889
0,0.7434343434343434,5.05050505050505,0.7090910200649744,3.684701935017554
0,0.792929292929293,6.8686868686868685,0.5447302518403616,4.547239273219503
0,0.8424242424242425,6.8686868686868685,0.893902849726625,2.476822041037179
0,0.891919191919192,5.454545454545454,0.6813629684227894,2.4688658389952516
0,0.9414141414141415,4.747474747474747,0.8482131379321672,2.244353890097707
0,0.990909090909091,5.454545454545454,0.27735501002950275,4.102268009637713
0,1.0404040404040407,3.6363636363636362,1.607691856140438,2.474754185010092
0,1.0898989898989901,1.2121212121212122,1.078336017219763,0.9501638805704825
0,1.1393939393939396,9.191919191919192,1.1371665656059817,8.919522362543395
0,1.188888888888889,7.070707070707071,1.4460509652361055,10.0
0,1.2383838383838386,1.3131313131313131,1.1941456455180293,1.6571749676325467
0,1.287878787878788,5.858585858585858,2.0155044031862532,8.760231713885752
0,1.3373737373737375,8.383838383838384,0.9931329909070598,3.251894907505275
0,1.386868686868687,7.373737373737374,0.782368953921519,3.9167214912967943
0,1.4363636363636367,0.5050505050505051,1.514791913096329,0.01
0,1.4858585858585862,3.9393939393939394,1.2587643146123164,1.811953091157753
0,1.5353535353535357,8.484848484848484,1.9898156924131263,10.0
0,1.5848484848484852,8.484848484848484,1.692567629551326,6.175970000984799
0,1.6343434343434347,4.545454545454545,1.5177257500962387,2.6393624155555653
0,1.6838383838383841,9.393939393939394,1.6699687273406758,10.0
0,1.7333333333333336,4.242424242424242,1.875392912610774,5.5578381773977314
0,1.782828282828283,3.5353535353535355,1.4477259422958564,1.4248268826829673
0,1.8323232323232326,5.454545454545454,3.9065418285250906,10.0
0,1.881818181818182,2.727272727272727,1.7291838704521971,2.921874195290252
0,1.9313131313131315,9.8989898989899,1.2294993876883755,5.600719196207682
0,1.9808080808080812,4.242424242424242,1.2878072408892582,0.9833139065454888
0,2.0303030303030307,6.262626262626262,1.1447120809721827,1.6462452347473941
0,2.07979797979798,0.20202020202020202,2.187260880081016,0.2317681601405533
0,2.1292929292929297,6.262626262626262,1.1366044614874418,4.2414502209732
0,2.178787878787879,7.2727272727272725,2.447739298994657,10.0
0,2.2282828282828286,3.9393939393939394,2.1790418021244267,3.2393042553700115
0,2.277777777777778,4.646464646464646,2.767545548688162,10.0
0,2.3272727272727276,10.0,4.453519886349628,10.0
0,2.376767676767677,4.141414141414141,1.3839380178530527,1.1399590373602118
0,2.4262626262626266,0.6060606060606061,2.12447897677902,0.2384513341968344
0,2.475757575757576,2.727272727272727,4.883112930420331,10.0
0,2.5252525252525255,3.5353535353535355,2.6601613257375614,5.711849843400136
0,2.574747474747475,9.595959595959595,1.217128360060374,5.4228877990167454
0,2.6242424242424245,7.6767676767676765,2.1729401274277844,7.028051436535197
0,2.673737373737374,5.858585858585858,2.2713352031891283,1.9192138894109443
0,2.7232323232323234,8.484848484848484,1.4820518536766212,6.546308591985087
0,2.7727272727272734,7.6767676767676765,1.6077357846529001,2.4748654847182734
0,2.822222222222223,1.0101010101010102,2.188215417020946,0.23278537023568194
0,2.8717171717171723,0.9090909090909091,5.0,0.01
0,2.921212121212122,5.656565656565657,2.2486412845108528,1.631957853329205
0,2.9707070707070713,7.6767676767676765,1.108247295546291,2.95546522788397
