participant_id,alpha,temperature,success,log_likelihood
1001,5.0,0.01,True,3.600000297685338e-09
1002,0.7325532979574333,1.9374442106954728,True,-17.318821966286176
1003,0.7164238970584315,1.0647443727761845,True,-12.313009306823949
1004,0.8953916956889358,1.183245168146242,True,-12.252697000826881
1005,0.9776291937994176,1.3045990486867418,True,-12.510535685743514
1006,0.5126849748165482,0.8817583620334263,True,-11.181734995720527
1007,0.001,0.010000000000000066,True,3.600000297685338e-09
1008,0.4878268328466231,0.9035134813586728,True,-11.462381243309927
1009,0.001,0.01,True,3.600000297685338e-09
1010,1.085889511426319,1.2302995690743743,True,-11.389594765277545
1011,0.8931519301183263,0.38817975468118493,True,-4.903858252185176
1012,3.989350127089419,2.410293883255144,True,-5.188708096289343
1013,1.0188843063914408,1.1859372472344594,True,-11.511192547672945
1015,0.001,0.01,True,3.600000297685338e-09
1016,0.001,0.01,True,3.600000297685338e-09
1017,0.001,0.01,True,3.600000297685338e-09
1018,0.001,0.01,True,3.600000297685338e-09
1019,0.21195554568151512,0.2584963402265409,True,-3.199305213012274
1020,0.20199492123615134,0.5091206418672312,True,-6.137980668383026
1021,0.001,0.010000000000000302,True,3.600000297685338e-09
1022,0.6680991512497109,1.711618463171643,True,-16.681568621459164
1023,0.20716711329102855,0.715445632572611,True,-8.59300511893735
1024,1.0324389926714788,2.064306542699698,True,-15.761522419834382
1025,0.6163756612719575,1.8149739645408938,True,-17.444736613623498
1026,0.8617032392080092,1.9452452341885245,True,-16.499639927607554
1027,0.5451004986888156,1.4523434103349624,True,-15.807699190636912
1028,0.6289966424717996,0.9529099281203303,True,-11.622699803887024
1029,1.543178058721432,0.5301322377681849,True,-5.054334142231563
1030,0.16786920238524933,0.8312905331919623,True,-9.217150379460566
1031,0.2558498942840541,1.5198508720951114,True,-16.016708548043145
1032,0.001,0.01,True,3.600000297685338e-09
1033,5.0,0.01,True,3.600000297685338e-09
1034,0.8813858498452096,3.0126139805202694,True,-19.553317336726305
1035,1.0329396331852718,1.5735023864573388,True,-13.624217855626359
1036,0.001,0.010000000000000038,True,3.600000297685338e-09
1037,0.4005533234041756,1.0497837562111543,True,-13.010829203742706
1038,0.4264799330924199,0.4960534260674144,True,-6.798748162261798
1039,0.8020360138430416,1.6282020963777324,True,-15.455524580706422
1040,0.4125900649591782,1.9390236260779679,True,-18.6058944892549
1041,0.0638367062683295,1.09302006931745,True,-9.621328891107495
1042,0.5405094914744035,2.054976761942525,True,-18.771552217626496
1043,2.4306159213037573,4.1863723336906995,True,-13.4355305319468
1044,0.001,1.0680701844886666,True,-7.754081651235137
2001,0.5844552403224775,1.45860419069355,True,-15.691841145383922
2002,0.5294480729270096,1.0564480880708755,True,-12.84946345447733
2003,0.25992612986868635,1.4854591234067278,True,-15.831076980036917
2004,0.6806399158814043,1.57098229725612,True,-15.879803021647604
2005,0.9836067967726355,3.0624229133074703,True,-19.002950310960255
2006,1.1340299074121456,1.703214070699785,True,-13.562203143977117
2007,0.47385459958582904,4.604476417602255,True,-23.18468150328122
2008,0.33110048952083837,1.6670471906258544,True,-17.24407796587606
2009,5.0,6.485373084998964,True,-9.988603631329735
2010,0.570394711366038,1.9903546357833843,True,-18.403694301152186
2011,0.35516633956926896,2.9084626483217564,True,-21.323734294570162
2012,1.3768979490781,5.257679982106171,True,-20.127470812970802
2013,1.285880356435383,0.6664908399536934,True,-6.85047612697285
2014,1.5497202112770083,1.195538619510432,True,-8.96899820002794
2015,0.001,1.7568927855413679,True,-13.693185185178804
2016,3.91890960458035,2.009808047031039,True,-4.317565854767929
2017,0.11869080189893953,1.5271256546681602,True,-14.380283033870514
2018,0.4598186685050051,2.2960070175337446,True,-19.809081553667323
2019,0.7935140281858636,1.8674257136542096,True,-16.63343355297337
2020,5.0,0.01,True,3.600000297685338e-09
2021,0.7996446618017068,2.2997726219452534,True,-18.207054642254192
2022,1.7327243380063144,0.9187013652939197,True,-6.816459057287029
2023,0.583261086591544,1.3148624490972871,True,-14.744151037636401
2024,0.08640182438378036,0.9421619204300299,True,-8.668106308135702
2025,0.17272907276667135,1.0795473850470931,True,-11.734853586096943
2026,0.5146770884009674,1.3806470079934214,True,-15.440630175271027
2027,0.001,1.4724715371419874,True,-11.542984108125646
2028,4.01912164984463,2.3902353773077114,True,-5.0843799118361765
2029,3.725312819981565,3.458475773621677,True,-8.062413374083821
2030,0.6846963731620643,1.2445529693352944,True,-13.810068642907043
2031,0.18512084822927885,1.443650267961783,True,-14.804314225640994
2032,0.5940623864041317,5.398845751286063,True,-23.42597872424125
2033,0.4298308462347997,1.1432087442153442,True,-13.813050555726294
2034,0.056222685377382876,0.9268072244014165,True,-7.732932434012031
2035,5.0,5.631194966142609,True,-8.9474460786645
2036,0.21239073918562595,3.948417552099774,True,-22.45531430097826
2037,5.0,0.01,True,3.600000297685338e-09
2038,0.5776546724275875,4.34528222864013,True,-22.79592524954446
2039,0.001,1.497516348780051,True,-11.749251767134767
2040,5.0,4.499170101758712,True,-7.37316681147868
2041,0.6878113323540431,0.6015632635618342,True,-7.866501455848533
2042,0.20947795758390475,6.582822960218612,True,-23.938260978075732
2043,3.2304319809491555,0.01,True,3.600000297685338e-09
2044,0.3608892861459303,1.8192411690149088,True,-18.060663821038442
2045,3.384635475875139,7.759373028900787,True,-15.116524323512458
2046,0.10371714579862554,0.6215967724869952,True,-5.627622709254344
2047,0.6700999378649091,1.0248609609900616,True,-12.149686470308206
2048,0.23172146869110696,2.7850510741744303,True,-20.72097823797865
