iteration,true_alpha,true_temperature,true_learning_rate,recovered_alpha,recovered_temperature,recovered_learning_rate
0,13.333666666666666,0.03511191734215131,0.793939393939394,19.098761740059935,0.01,0.6926527692343676
0,5.253262626262626,0.093260334688322,1.3567676767676768,3.7450869225149153,0.01,1.2311057804498393
0,13.737686868686868,1.1497569953977356,1.6783838383838385,20.0,0.963069006496413,1.6343667078853281
0,12.32361616161616,0.6135907273413173,0.7336363636363636,16.31377842268805,0.01,0.9247497844668537
0,0.809040404040404,0.049770235643321115,1.216060606060606,0.8270951973533927,0.01,0.9105383275748085
0,18.585929292929293,0.08697490026177834,1.1356565656565658,12.385841688809364,0.01,0.957907561586541
0,13.737686868686868,0.10722672220103231,1.4773737373737375,10.850675719441126,0.01,1.4721772537356
0,17.97989898989899,0.01747528400007684,1.4170707070707071,13.70468352396661,0.01,1.3802970891726898
0,7.4753737373737374,6.5793322465756825,0.6934343434343435,4.923392864548902,3.6640360690694296,0.9777155321474673
0,9.293464646464646,0.7564633275546291,1.5175757575757576,7.552045066072296,0.01,1.5525195831259964
0,6.869343434343435,6.135907273413176,1.7587878787878788,8.74371800786672,5.186790552882457,1.6142335388306779
0,5.6572828282828285,0.030538555088334154,1.0150505050505052,20.0,0.01,0.9997397820094335
0,10.30351515151515,4.9770235643321135,1.7989898989898991,4.648582811595555,2.8945774075167643,1.8803040467305552
0,14.34371717171717,0.12328467394420659,1.0150505050505052,12.469955384747573,0.01,1.0503090586265
0,0.001,0.6579332246575682,0.19090909090909092,0.0,0.01,0.01
0,13.535676767676767,0.012328467394420659,1.3567676767676768,11.049442372260925,0.01,1.3910846006713602
0,11.313565656565656,0.08697490026177834,0.5326262626262627,12.136989384247858,0.01,0.552785256569787
0,3.233161616161616,0.010722672220103232,1.3567676767676768,3.17706498882343,0.01,1.3535407324134605
0,13.535676767676767,0.10722672220103231,1.1959595959595961,12.598943616006524,0.01,1.1631108984575431
0,14.34371717171717,0.010722672220103232,0.01,19.794760473491866,0.01,0.01
