participant_id,alpha,temperature,learning_rate,success,log_likelihood
2013,20.597721409586057,9.988684768089511,0.07499646953710598,True,-14.214553991524562
2014,87.80423681402338,6.784359409520768,0.4006390272493125,True,-12.475075614508611
2015,0.0,1.7580058664740204,1.7939341507835895,True,-13.680488206510663
2016,93.82920239015994,8.202534362546668,0.026110697912629904,True,-4.0031899992664375
2017,0.9976544711955131,1.409631427080855,0.44562423111594246,True,-12.818082283317723
2018,3.4754072852772855,2.496387339774789,0.35579805648088036,True,-18.2660990472779
2019,5.401278342262827,6.3183194879842945,0.19038808921978778,True,-21.370296498804635
2020,20.33758764383558,0.01,0.01,True,3.600000297685338e-09
2021,3.157916750570528,2.731842584418169,0.04343949284152168,True,-17.291586415776607
2022,100.0,8.12209327958733,0.5216615424510594,True,-12.597374785641412
2023,1.5462713012032328,0.9968482276655206,0.01,True,-12.819607985475967
2024,0.7896249402438156,0.4101178269380607,0.2699331531251113,True,-3.7735112010961505
2025,0.31338998334479284,1.1834964866638702,2.0,True,-12.270003372931301
2026,5.9353671315995085,0.8143053378979965,0.242299395479484,True,-6.059392339477652
2027,0.0,1.4748759723119682,0.19952193095982634,True,-11.540124489362357
2028,93.29221226314642,10.0,0.4594599214483619,True,-17.20745727778056
2029,11.618075687186382,2.3228463732173097,0.013254508006862781,True,-3.8618627865026984
2030,4.348676669753815,3.346300329099221,0.6310384212609816,True,-18.894497783134536
2031,0.0,2.1460239313147547,1.9692531218938798,True,-15.996587227447533
2032,2.2010736090164524,4.561987836662913,1.767956236451389,True,-19.763974311921658
2033,1.306706181975037,0.8987729728683331,0.016511154604976264,True,-11.259852829658584
2034,0.0,1.083169208037512,0.01,True,-7.884388686892457
2035,23.687068816605706,10.0,0.01,True,-8.372455876067399
2036,1.0343790990567239,3.3428928636907487,1.6444021106164586,True,-21.065833948499936
2037,41.60373041499545,0.01,0.01,True,3.600000297685338e-09
2038,3.0363509897645677,3.6903001207822297,0.07598453017344423,True,-20.557973213884644
2039,0.0,1.4993716677119868,1.201253037513804,True,-11.741860654224162
2040,19.722689046532114,10.0,0.01,True,-8.788095192274321
2041,5.525981607034658,1.1721021917001901,0.15172649024283286,True,-7.5999902355337525
2042,1.0864119679441953,6.763226258021453,0.0605031508666786,True,-23.741898371764854
2043,46.55545060606472,10.0,0.011900750763645251,True,-4.440392882203523
2044,1.5347546041828564,1.8476513212951788,0.058568696365192276,True,-17.329656688178712
2045,13.090982957332319,10.0,0.03506997389654635,True,-16.98989962944137
2046,0.3694256164663519,0.7154009613747432,0.23715440294196677,True,-5.810010477574243
2047,2.0291107776539707,0.7888960755673087,0.016815159140424585,True,-8.141030673850056
2048,1.2140183299457554,2.4361508115817165,0.05547302623208914,True,-19.159910431395407
