iteration,true_alpha,true_temperature,true_initial_k,recovered_alpha,recovered_temperature,recovered_initial_k
0,7.071353535353535,0.3511191734215131,4.0,4.847681624953988,0.010000000000000031,4.0
0,12.727636363636362,2.31012970008316,4.0,20.0,3.6856196282944067,4.0
0,7.071353535353535,8.697490026177835,4.0,7.328863486701127,10.0,4.0
0,2.6271313131313128,3.511191734215131,4.0,3.2021784755777074,4.870402429704807,4.0
0,13.939696969696968,5.336699231206313,4.0,7.360498988448456,2.341661438312092,4.0
0,11.91959595959596,0.2848035868435802,4.0,12.75397128510214,0.01,4.0
0,17.97989898989899,0.30538555088334157,4.0,19.971038000499377,0.01,4.0
0,5.85929292929293,0.10722672220103231,4.0,8.732302589101216,0.01,4.0
0,12.929646464646463,0.013219411484660288,4.0,9.421071264427882,0.01,4.0
0,17.97989898989899,0.012328467394420659,4.0,20.0,0.01,4.0
0,9.495474747474747,0.012328467394420659,4.0,8.668360426653305,0.01,4.0
0,17.77788888888889,0.6135907273413173,4.0,13.90291478966282,0.01,4.0
0,12.525626262626261,1.1497569953977356,4.0,17.154993676658087,0.01,4.0
0,12.929646464646463,4.037017258596554,4.0,20.0,2.5407020520132226,4.0
0,16.363818181818182,8.111308307896872,4.0,13.788357828238915,10.0,4.0
0,0.203010101010101,0.24770763559917114,4.0,0.001,0.01,4.0
0,16.969848484848484,0.010722672220103232,4.0,16.880574663715866,0.01,4.0
0,7.879393939393939,0.021544346900318846,4.0,9.530926778087784,0.01,4.0
0,10.909545454545453,3.511191734215131,4.0,6.555825701823842,2.6653675338220837,4.0
0,0.809040404040404,1.629750834620645,4.0,0.6202289041474237,0.7396020557313892,4.0
0,2.6271313131313128,7.054802310718645,4.0,5.801443029621753,8.623602017800708,4.0
0,7.879393939393939,0.26560877829466867,4.0,6.9248606829688155,0.01,4.0
0,8.889444444444443,2.0092330025650478,4.0,10.281292049692567,2.077762388763984,4.0
0,5.455272727272727,1.232846739442066,4.0,3.819788340452424,0.5744345542910015,4.0
0,16.161808080808083,5.336699231206313,4.0,9.999329197412582,3.546155918887436,4.0
0,11.111555555555555,0.17475284000076838,4.0,7.750372412094742,0.01,4.0
0,2.6271313131313128,0.049770235643321115,4.0,2.729567127531441,0.01,4.0
0,5.85929292929293,4.9770235643321135,4.0,4.8568782019822,2.4113830285628883,4.0
0,6.06130303030303,1.629750834620645,4.0,10.210505398894712,1.5611667536975187,4.0
0,8.283414141414141,0.21544346900318845,4.0,13.904241157260996,0.01,4.0
0,1.8190909090909089,0.093260334688322,4.0,1.8654334435907975,0.01,4.0
0,9.293464646464646,0.24770763559917114,4.0,8.025260753009535,0.01,4.0
0,6.263313131313131,1.1497569953977356,4.0,7.478627960808425,1.147849414088318,4.0
0,5.6572828282828285,0.30538555088334157,4.0,6.552652702157325,0.01,4.0
0,1.415070707070707,2.31012970008316,4.0,1.666778729696625,2.458235367679787,4.0
0,6.263313131313131,5.72236765935022,4.0,9.172629305740402,8.51519118565606,4.0
0,6.465323232323232,0.533669923120631,4.0,6.6555603011895235,0.01,4.0
0,13.333666666666666,0.4037017258596556,4.0,15.06489786447365,0.010000000000000104,4.0
0,11.717585858585858,0.1873817422860384,4.0,13.465095361690606,0.01,4.0
0,3.233161616161616,1.873817422860385,4.0,2.265901002936187,1.223970786961916,4.0
0,16.767838383838384,0.10722672220103231,4.0,19.968061729026015,0.010000000000000217,4.0
0,18.989949494949496,1.5199110829529332,4.0,13.639604865656809,2.116734787877944,4.0
0,16.767838383838384,7.56463327554629,4.0,20.0,6.867175218917171,4.0
0,11.717585858585858,5.336699231206313,4.0,7.9929902453746315,3.309892896697609,4.0
0,17.77788888888889,0.013219411484660288,4.0,20.0,0.01,4.0
0,9.293464646464646,0.1873817422860384,4.0,6.34760149562554,0.01,4.0
0,0.607030303030303,3.511191734215131,4.0,0.001,2.7516548721254255,4.0
0,12.525626262626261,0.32745491628777285,4.0,11.974706667798303,0.01,4.0
0,8.283414141414141,6.5793322465756825,4.0,20.0,9.898619848403673,4.0
0,11.111555555555555,0.021544346900318846,4.0,11.85146183823308,0.01,4.0
0,9.89949494949495,2.4770763559917115,4.0,7.628567364481927,5.128557952912812,4.0
0,11.91959595959596,7.56463327554629,4.0,5.994436914271621,1.7571200546051338,4.0
