participant_id,alpha,temperature,success,log_likelihood
1001,5.0,0.01,True,3.600000297685338e-09
1002,0.7728439832433792,1.9386313002189595,True,-18.208205895374117
1003,0.6740569936858056,1.9727931567534864,True,-18.85726747055384
1004,0.9113912843794488,1.585232568555897,True,-15.647412992435648
1005,0.9773647709192604,3.4810650722779513,True,-20.843461432372518
1006,0.5451799205436005,0.8423417984053758,True,-12.28866946485843
1007,0.001,0.01,True,3.600000297685338e-09
1008,0.5067367602179259,1.0339440759233733,True,-14.063480077829912
1009,0.001,0.01,True,3.600000297685338e-09
1010,1.106528124943895,2.1755243211916167,True,-16.79191171098431
1011,0.8916349340776691,1.4839303159968498,True,-15.217576582813662
1012,3.594033983138724,2.934218447284799,True,-6.267548597181086
1013,1.0358960625170055,1.7312167369734797,True,-15.486385181559523
1015,0.001,0.01,True,3.600000297685338e-09
1016,0.001,0.01,True,3.600000297685338e-09
1017,0.001,0.01,True,3.600000297685338e-09
1018,0.001,0.01,True,3.600000297685338e-09
1019,0.32392872459152033,0.05405557520915988,True,-3.284642267298568
1020,0.17367466677086266,0.7977832964753684,True,-8.699692612406553
1021,0.001,0.010000000000000085,True,3.600000297685338e-09
1022,0.669896465462564,2.1666370647204145,True,-19.537621784839782
1023,0.23455383811317032,0.7524471781809322,True,-9.111931427772824
1024,1.0797187600331672,1.1362339227705576,True,-11.7393016917015
1025,0.6845349066447483,1.4920097093060398,True,-16.588244721019446
1026,0.8506096895824813,3.483340422529791,True,-21.4890579084182
1027,0.5523954890018709,1.7167655145042617,True,-18.21436054517081
1028,0.6799422517968182,0.4620256272204653,True,-6.630648902686083
1029,1.5956669079055323,2.170128411717858,True,-13.216288219048257
1030,0.12827821395465702,1.0660907352774103,True,-10.608372335690586
1031,0.24983451229806494,1.6773475759891232,True,-16.937311775933473
1032,0.001,0.01,True,3.600000297685338e-09
1033,5.0,0.01,True,3.600000297685338e-09
1034,0.9661020106858158,1.473984274092636,True,-14.639472514304357
1035,1.0657278471300033,1.4028989708007933,True,-13.535349047156009
1036,0.001,0.01,True,3.600000297685338e-09
1037,0.48695697206934974,0.5936487766057823,True,-9.943176296824877
1038,0.44868492868146,0.6985934873849663,True,-10.999469628286416
1039,0.7931217890590608,2.5196489083992017,True,-19.934137758268882
1040,0.43596029276846626,2.0281938018810077,True,-19.46990055094462
1041,0.10108937535048931,1.0083335767345103,True,-9.46977715550248
1042,0.6020050719558424,1.8556130500217642,True,-18.68106041106966
1043,2.424451383208987,4.461892378994615,True,-14.536650936244442
1044,0.001,1.0681732105701216,True,-7.752669301564341
2001,0.6686066183107678,0.9124184437944733,True,-12.230938655561738
2002,0.5582297653829658,1.091584875852169,True,-14.421055659578922
2003,0.3423088234967015,1.2265809158138563,True,-14.894915669802181
2004,0.7640003862223961,0.9697036035156714,True,-12.160673392396426
2005,1.0305281271978486,2.5223507023162983,True,-18.44751291613934
2006,1.2197095713660018,4.0299190278870345,True,-20.33647450986642
2007,0.5609645314480988,4.050199146050381,True,-22.970006044659495
2008,0.3910518012893024,1.5182539660399887,True,-17.069631883532377
2009,3.0314469781921556,2.5070327327378736,True,-6.838761011630796
2010,0.6746159137253258,1.3112239877340155,True,-15.515983460613983
2011,0.476682302396513,2.269672969072007,True,-20.26264785766721
2012,1.3585095201573631,10.0,True,-24.036379215806434
2013,1.2901976900401595,2.1375411948390624,True,-15.295290032100109
2014,1.5416348957865964,1.8409485713006664,True,-12.285531921291762
2015,0.001,1.7565648336962705,True,-13.689082299768138
2016,2.1465158944145504,0.22574859904001446,True,-2.934730246584442
2017,0.22651132539238197,1.1816476015133606,True,-13.29670833271471
2018,0.5393086750912203,1.9639828882914734,True,-19.239845614685798
2019,0.8260456924123075,2.000377585572995,True,-18.11870332979964
2020,5.0,0.010000000000000587,True,3.600000297685338e-09
2021,0.847235818454762,2.18628733708833,True,-18.644420767430756
2022,1.6119677704931017,0.9488955533942987,True,-7.013820418571558
2023,0.6565339158103849,0.8546155385949928,True,-11.717270479307174
2024,0.13686863021627152,0.816965959352035,True,-8.240317209533815
2025,0.16741027162025893,1.1874821361424013,True,-12.438067162419426
2026,0.5968836484534933,0.9215858537801948,True,-12.783453978667504
2027,0.001,1.473099295259523,True,-11.546007957962711
2028,3.7997456301417354,3.3232285624037123,True,-6.67042172059932
2029,2.0687121673642155,0.21438631218532833,True,-3.7850701725236333
2030,0.699248075036622,1.472201511872659,True,-16.3940491042987
2031,0.2437185795615977,1.2972865430750893,True,-14.437610979228028
2032,0.7325411291502208,3.760977243774131,True,-22.30832878420286
2033,0.5082385991256517,0.7707603394879163,True,-11.720250630768275
2034,0.001,1.0811764975357683,True,-7.886943224647725
2035,5.0,5.518849406477065,True,-8.097432524636792
2036,0.2684474979507542,3.716483602079135,True,-22.39905396515392
2037,5.0,0.01,True,3.600000297685338e-09
2038,0.6890482786794839,3.3700132116330033,True,-21.975083006993227
2039,0.001,1.4974219036515748,True,-11.746381180447324
2040,5.0,5.467761205547738,True,-8.015514308232328
2041,0.6948893049051158,0.5819394995987234,True,-8.141055999942086
2042,0.22158748049338325,6.638204689680151,True,-23.968589342181225
2043,2.1975043811105355,0.24430423861571476,True,-2.4998028371768335
2044,0.3753817482414637,1.9369879106691845,True,-18.97365290813549
2045,3.5504314440434444,10.0,True,-17.733827879179678
2046,0.05568829607154335,0.8244934181995746,True,-6.461910948360798
2047,0.7233624540792445,0.6548233479447227,True,-8.886942191212082
2048,0.29530817041129925,2.563337013641736,True,-20.5639521763499
