iteration,true_alpha,true_temperature,true_learning_rate,recovered_alpha,recovered_temperature,recovered_learning_rate
0,7.4753737373737374,3.511191734215131,0.7537373737373738,20.0,2.8579477584578235,0.9999972568236439
0,9.89949494949495,1.1497569953977356,1.7386868686868688,6.173014404068565,0.01,1.7136203181097815
0,6.06130303030303,5.336699231206313,0.7738383838383839,5.0069492559595306,1.2405630454751857,0.9206886001041114
0,10.707535353535352,0.16297508346206444,1.9396969696969697,2.8897086648745325,0.01,1.9560034904714019
0,3.0311515151515147,0.08111308307896872,1.1959595959595961,4.142438527503267,0.01,1.1502519684578476
0,18.383919191919194,0.040370172585965536,1.597979797979798,20.0,0.01,1.6010394443609186
0,6.06130303030303,1.5199110829529332,0.21101010101010104,5.545850692164797,1.0070089942906204,0.1284802538952148
0,3.839191919191919,0.01,1.0351515151515152,4.026589282805018,0.01,1.0377693613485877
0,17.171858585858587,0.014174741629268055,1.9597979797979799,20.0,0.01,1.9604090491984951
0,11.91959595959596,0.01873817422860384,0.39191919191919194,12.300338748826581,0.01,0.3457769320150504
0,7.273363636363636,0.2848035868435802,1.216060606060606,11.917518972663226,0.01,0.9275022720635201
0,1.8190909090909089,0.02009233002565047,0.13060606060606061,1.8912451526498248,0.01,0.19560891537219594
0,16.767838383838384,3.0538555088334154,1.1356565656565658,20.0,5.245998742445284,1.3545522731472375
0,17.171858585858587,1.0,1.8994949494949496,20.0,1.6001830755236472,1.8177956128933175
0,8.687434343434342,0.32745491628777285,0.5125252525252526,11.839158704427739,0.01,0.49407530276575307
0,0.809040404040404,0.11497569953977356,1.557777777777778,0.7511984803856337,0.01,1.7326255091131297
0,10.505525252525251,0.01747528400007684,0.23111111111111113,8.137626874033867,0.01,0.20198727778202935
0,15.353767676767676,0.14174741629268056,0.7336363636363636,17.017880569752627,0.01,0.7569012169804435
0,16.363818181818182,0.012328467394420659,1.6381818181818182,12.776022445929332,0.01000000000000001,1.6726808639710826
0,14.949747474747474,0.24770763559917114,0.994949494949495,9.18357292855477,0.01,1.0424393335674713
0,6.869343434343435,0.533669923120631,0.0703030303030303,4.40053515488129,0.01,0.043831420581480665
0,8.48542424242424,3.7649358067924674,1.597979797979798,7.394776532301938,3.7182338241517474,1.6709929123258562
0,10.10150505050505,0.05722367659350217,0.2512121212121212,10.874230850540929,0.01,0.2548533227380758
0,9.293464646464646,2.848035868435802,1.0552525252525253,7.824914581919884,2.2944319870934207,0.9714137479337758
0,5.253262626262626,1.0,0.3718181818181818,6.7565220213726835,0.7846804430532346,0.3282497946247255
0,4.445222222222222,2.1544346900318843,1.3165656565656567,5.687658485840473,4.029122612550545,1.0641579864625308
0,15.757787878787877,1.629750834620645,1.4371717171717173,20.0,0.9155911584322837,1.3934147020257721
0,9.293464646464646,0.13219411484660293,0.39191919191919194,9.389237932383423,0.010000000000000014,0.3587915167961311
0,18.787939393939393,0.21544346900318845,1.175858585858586,15.417550639638499,0.01,1.1698521365801422
0,13.737686868686868,1.7475284000076847,1.7587878787878788,18.486136461678214,1.3035777517616067,1.7916158157556996
0,1.213060606060606,0.01,1.597979797979798,1.0325044240795027,0.01,1.6466339927476348
0,3.0311515151515147,0.11497569953977356,2.0,20.0,0.01,2.0
0,9.697484848484848,0.030538555088334154,1.376868686868687,15.871515424623022,0.01,1.3678290382806593
0,12.525626262626261,0.5722367659350217,0.49242424242424243,13.58433455588262,0.01,0.5537459966939424
0,15.757787878787877,0.010722672220103232,1.7587878787878788,11.029149041840196,0.01,1.7436469352793196
0,15.555777777777777,5.72236765935022,1.396969696969697,8.936112513348718,2.1990655166515296,1.2245550884660117
0,17.77788888888889,0.01747528400007684,0.29141414141414146,16.011699014080442,0.01,0.3733033805987429
0,13.535676767676767,5.72236765935022,0.050202020202020206,20.0,6.080443863901145,0.048403067929481895
0,16.363818181818182,0.1873817422860384,0.6733333333333333,17.267681805337077,0.01,0.7092146173013263
0,6.06130303030303,0.26560877829466867,0.49242424242424243,8.352077479760558,0.01,0.45363268893363456
0,6.263313131313131,6.135907273413176,0.5728282828282829,5.32816703728364,2.488526130060465,0.14625725908897144
0,18.585929292929293,0.021544346900318846,0.8140404040404041,9.785042213686799,0.01,0.6329502206949738
0,6.465323232323232,1.0,1.6783838383838385,11.600407893649233,0.01,1.4776136939080482
0,6.06130303030303,1.4174741629268048,1.3366666666666667,20.0,0.01,1.2007213616885937
0,3.435171717171717,0.7564633275546291,1.175858585858586,12.76808024838843,0.7941425845509518,0.3926824978205028
0,3.0311515151515147,1.0,0.6331313131313132,3.1522615126582556,1.4695731883318968,0.66583803915459
0,10.505525252525251,0.1873817422860384,0.5728282828282829,13.985931750103997,0.01,0.5864269790720337
0,18.585929292929293,0.8111308307896873,1.376868686868687,17.459025165799087,0.01,1.3797431603412074
0,5.051252525252526,0.07054802310718646,1.8994949494949496,4.029259053767786,0.01,1.9091394945480575
0,3.839191919191919,0.01747528400007684,0.29141414141414146,3.745934241541279,0.01,0.269916527679612
0,11.91959595959596,1.3219411484660286,0.7135353535353536,13.270924472340853,1.8432721747976264,0.6730225102403132
0,0.607030303030303,0.26560877829466867,0.7336363636363636,0.5163732123073166,0.01,0.040917936489617314
0,3.435171717171717,0.5722367659350217,1.1557575757575758,3.9357916630169933,0.01,1.156600711209459
