iteration,true_lambda,true_tau,true_temperature,recovered_lambda,recovered_tau,recovered_temperature
0,36.36363636363637,5.454545454545454,2.4770763559917115,35.55417113491251,17.529693994515682,2.752270660073467
0,48.484848484848484,7.070707070707071,0.01,36.546428192413245,12.913536250262428,0.0010000000000006868
0,29.292929292929294,13.333333333333334,8.111308307896872,26.31028672452397,14.4535328405445,8.528013026052836
0,32.82828282828283,0.6060606060606061,0.093260334688322,3.3845566161711638,7.976867661115145,0.9575061309214845
0,2.5252525252525255,14.141414141414142,0.8697490026177834,10.762780199825562,15.767649762614056,1.0146113175107268
0,50.0,5.252525252525253,1.873817422860385,0.683029825714512,0.45662453373825684,1.1088572351983546
0,40.909090909090914,14.94949494949495,0.10722672220103231,11.893583242176076,3.8106985757587486,0.001
0,0.0,10.1010101010101,2.31012970008316,9.481260023016592,5.78103462377763,3.3280589552344377
0,19.6969696969697,15.757575757575758,5.336699231206313,3.6749559219793895,3.6961552965117073,3.450125766048351
0,22.222222222222225,9.09090909090909,0.26560877829466867,44.89646054062245,19.476994771175757,0.0010000000000004482
0,23.73737373737374,8.686868686868687,0.011497569953977356,47.311506932670625,11.373512087184594,0.001
0,42.42424242424243,12.929292929292929,0.01,43.60304718394333,10.304487313081713,0.001000000000000678
0,48.484848484848484,7.474747474747475,0.1,0.6947801809067289,1.7333367282572265,0.001
0,41.919191919191924,8.282828282828282,3.511191734215131,13.364652571769403,6.101045852686536,2.801637851945752
0,40.40404040404041,7.070707070707071,0.04328761281083057,45.15239692501293,11.059835401268858,0.001
0,2.5252525252525255,8.080808080808081,0.3511191734215131,30.57399895465386,19.171592362110573,0.0010000000000005718
0,27.77777777777778,0.6060606060606061,0.37649358067924676,0.6082959036168152,0.3916082326441961,0.9425470547455879
0,30.80808080808081,3.2323232323232323,0.14174741629268056,29.5261995604653,11.450357328615324,0.001
0,25.252525252525253,10.909090909090908,0.01519911082952934,41.490910448534294,9.706151135543603,0.0010000000000005612
0,26.767676767676768,17.97979797979798,0.093260334688322,41.42604933300796,16.353264091125904,0.001
0,35.35353535353536,13.93939393939394,4.9770235643321135,35.42246093086956,15.347049711069968,3.2884548679040444
0,38.88888888888889,14.94949494949495,0.012328467394420659,0.0,0.2572375771816793,0.001
0,23.232323232323235,17.575757575757574,0.014174741629268055,0.853013527748403,6.876675954338072,0.0010000000000003567
0,42.929292929292934,13.333333333333334,0.021544346900318846,14.518934387116328,12.655816063805801,0.001
0,27.77777777777778,13.535353535353535,1.3219411484660286,28.546424625308557,3.6673923676630493,0.9279957918757707
0,45.959595959595966,8.686868686868687,6.135907273413176,7.451907899218529,15.015751385361009,10.0
0,16.666666666666668,2.0202020202020203,0.14174741629268056,46.016624926472794,4.047079331734976,0.001
0,20.202020202020204,13.131313131313131,0.0533669923120631,44.67563671844284,3.3148105705683117,0.001
0,46.46464646464647,7.878787878787879,0.16297508346206444,43.79597148034425,13.281307732186146,0.001
0,28.78787878787879,11.717171717171716,4.641588833612782,0.9823437120689474,0.21801514039408776,3.9130597060679735
0,15.656565656565657,7.878787878787879,1.873817422860385,8.35948859651881,10.803518136046854,2.052444100409904
0,43.939393939393945,13.131313131313131,0.06135907273413173,0.0,0.11288852041858144,0.001
0,15.656565656565657,12.121212121212121,0.1873817422860384,48.578039569707904,4.901793210164791,0.001
0,26.262626262626263,14.747474747474747,0.7564633275546291,33.28348998951923,1.7711048561285514,1.4380962391848278
0,13.131313131313131,14.545454545454545,7.56463327554629,28.229151812923497,10.280694377269413,3.5777050143005957
0,0.5050505050505051,8.080808080808081,1.072267222010323,23.809339909641498,10.28584464506611,1.042363537246407
