participant_id,alpha,temperature,initial_k,success,log_likelihood
2031,0.3737247687886785,1.4511007227125918,845.3993470194767,True,-14.804694333040342
2032,1.2924588777231307,5.426353447823834,230.0299919673749,True,-23.354677662127738
2033,1.7260284792994518,1.1379084153793788,16.255547842079224,True,-11.636510544382293
2034,0.12630958988477534,0.9157985659763568,188.04092152580836,True,-7.702909392769171
2035,20.0,10.0,1000.0,True,-7.994963358951395
2036,0.45377227942702497,3.9198201473328447,343.41974523504507,True,-22.42935771481737
2037,12.126777948055416,0.01,669.0537891808935,True,3.600000297685338e-09
2038,2.6328492603293463,4.307124207225916,7.33333350773337,True,-21.495984847184992
2039,0.001,1.4984603398820981,425.65351887913806,True,-11.745319296536227
2040,13.08204411065773,6.00759392582974,1000.0,True,-7.365028139635116
