Participant ID,Trial,Total Pot,Individual Offer,Opponent Offer,Model Decision,Utility,Accept Probability,Expected Proportion
1013,7,12,2.4,9.6,Accept,0.49,0.62,0.38
1013,8,9,2.7,6.3,Accept,2.51,0.92,0.32
1013,9,18,4.5,13.5,Accept,3.42,0.97,0.32
1013,10,18,5.4,12.6,Accept,5.39,1.0,0.3
1013,13,6,2.4,3.6,Accept,2.25,0.9,0.3
1013,14,9,2.25,6.75,Accept,1.62,0.83,0.33
1013,16,6,1.8,4.2,Accept,1.77,0.85,0.3
1013,20,12,4.8,7.2,Accept,4.51,0.99,0.3
1013,22,15,3.75,11.25,Accept,2.64,0.93,0.33
1013,23,15,5.25,9.75,Accept,5.09,0.99,0.31
1013,24,9,1.8,7.2,Reject,0.83,0.7,0.32
1013,26,12,3.0,9.0,Accept,2.63,0.93,0.28
1013,27,15,6.0,9.0,Accept,5.53,1.0,0.27
1013,28,12,4.2,7.8,Accept,4.09,0.98,0.31
1013,30,9,2.7,6.3,Accept,2.51,0.92,0.32
1013,31,15,5.25,9.75,Accept,5.12,0.99,0.32
1013,32,15,5.25,9.75,Accept,5.16,0.99,0.33
1013,33,15,3.0,12.0,Accept,1.2,0.77,0.33
1013,34,9,3.6,5.4,Accept,3.36,0.97,0.29
1013,35,12,1.2,10.8,Reject,-1.23,0.23,0.33
1013,36,9,3.6,5.4,Accept,3.28,0.96,0.26
1013,37,9,2.25,6.75,Accept,1.84,0.86,0.3
1013,39,15,1.5,13.5,Reject,-1.0,0.27,0.29
1013,40,6,1.2,4.8,Reject,1.04,0.74,0.23
1013,42,9,2.7,6.3,Accept,2.52,0.93,0.22
1013,43,9,4.5,4.5,Accept,3.93,0.98,0.24
1013,44,15,3.75,11.25,Accept,2.79,0.94,0.32
1013,45,15,3.0,12.0,Accept,1.65,0.84,0.3
1013,46,15,6.0,9.0,Accept,5.51,1.0,0.27
1013,47,15,5.25,9.75,Accept,5.1,0.99,0.31
1013,48,15,1.5,13.5,Accept,-1.49,0.18,0.32
1013,49,9,4.5,4.5,Accept,3.95,0.98,0.25
1013,50,12,4.2,7.8,Accept,4.14,0.98,0.33
1015,1,6,2.4,3.6,Accept,1.86,0.87,0.5
1015,3,15,3.75,11.25,Reject,0.78,0.69,0.47
1015,4,15,5.25,9.75,Accept,4.52,0.99,0.4
1015,5,12,4.8,7.2,Accept,4.76,0.99,0.39
1015,6,12,2.4,9.6,Accept,0.33,0.58,0.39
1015,8,9,4.5,4.5,Accept,4.13,0.98,0.33
1015,9,12,3.0,9.0,Accept,1.55,0.83,0.38
1015,11,9,4.5,4.5,Accept,4.15,0.98,0.34
1015,12,12,4.2,7.8,Accept,3.76,0.98,0.39
1015,13,9,2.7,6.3,Accept,2.06,0.89,0.38
1015,14,12,4.2,7.8,Accept,4.15,0.98,0.35
1015,15,18,9.0,9.0,Accept,8.34,1.0,0.35
1015,17,9,2.25,6.75,Accept,1.06,0.74,0.4
1015,19,9,3.6,5.4,Accept,3.49,0.97,0.35
1015,22,9,2.7,6.3,Accept,2.16,0.9,0.37
1015,23,6,1.2,4.8,Accept,0.41,0.6,0.35
1015,28,9,2.25,6.75,Accept,1.82,0.86,0.3
1015,29,6,1.8,4.2,Accept,1.78,0.86,0.29
1015,30,18,4.5,13.5,Accept,3.84,0.98,0.29
1015,31,9,2.7,6.3,Accept,2.65,0.93,0.28
1015,32,15,3.75,11.25,Accept,3.28,0.96,0.29
1015,34,15,1.5,13.5,Reject,-0.86,0.3,0.27
1015,35,15,1.5,13.5,Accept,-0.15,0.46,0.22
1015,36,18,5.4,12.6,Accept,4.88,0.99,0.19
1015,37,9,1.8,7.2,Accept,1.64,0.84,0.22
1015,38,15,3.0,12.0,Accept,2.81,0.94,0.21
1015,39,15,6.0,9.0,Accept,5.29,0.99,0.21
1015,40,9,2.7,6.3,Accept,2.63,0.93,0.27
1015,41,15,3.0,12.0,Accept,1.96,0.88,0.28
1015,43,9,3.6,5.4,Accept,3.27,0.96,0.25
1015,45,15,5.25,9.75,Accept,5.05,0.99,0.3
1015,46,15,5.25,9.75,Accept,5.11,0.99,0.31
1015,47,15,5.25,9.75,Accept,5.15,0.99,0.32
1015,48,9,1.8,7.2,Accept,0.73,0.67,0.33
1015,50,15,6.0,9.0,Accept,5.6,1.0,0.29
1015,51,12,1.2,10.8,Reject,-1.23,0.23,0.32
1016,1,15,3.75,11.25,Accept,0.38,0.59,0.5
1016,2,9,4.5,4.5,Accept,4.33,0.99,0.42
1016,3,15,3.0,12.0,Reject,-0.34,0.42,0.45
1016,4,9,1.8,7.2,Accept,0.4,0.6,0.37
1016,5,9,2.7,6.3,Accept,2.53,0.93,0.32
1016,7,9,1.8,7.2,Accept,0.87,0.7,0.31
1016,8,12,2.4,9.6,Accept,1.53,0.82,0.28
1016,9,9,3.6,5.4,Accept,3.28,0.96,0.26
1016,10,12,4.2,7.8,Accept,4.05,0.98,0.3
1016,11,9,2.7,6.3,Accept,2.58,0.93,0.31
1016,14,9,2.25,6.75,Accept,1.76,0.85,0.31
1016,15,9,4.5,4.5,Accept,4.03,0.98,0.29
1016,16,18,4.5,13.5,Accept,2.81,0.94,0.35
1016,17,15,5.25,9.75,Accept,5.15,0.99,0.32
1016,18,6,1.8,4.2,Accept,1.63,0.84,0.33
1016,19,9,3.6,5.4,Accept,3.42,0.97,0.32
1016,20,15,5.25,9.75,Accept,5.23,0.99,0.35
1016,22,9,2.7,6.3,Accept,2.32,0.91,0.35
1016,25,15,1.5,13.5,Reject,-1.64,0.16,0.33
1016,26,12,1.2,10.8,Reject,-0.56,0.36,0.26
1016,27,18,9.0,9.0,Accept,7.71,1.0,0.21
1016,29,15,5.25,9.75,Accept,5.06,0.99,0.3
1016,31,12,4.8,7.2,Accept,4.54,0.99,0.31
1016,32,6,2.4,3.6,Accept,2.31,0.91,0.34
1016,33,15,3.0,12.0,Accept,0.86,0.7,0.36
1016,35,15,5.25,9.75,Accept,5.1,0.99,0.31
1016,36,18,5.4,12.6,Accept,5.03,0.99,0.32
1016,37,12,3.0,9.0,Reject,2.29,0.91,0.32
1016,39,9,2.25,6.75,Accept,1.88,0.87,0.3
1016,40,12,4.2,7.8,Accept,4.0,0.98,0.28
1016,43,15,6.0,9.0,Accept,5.63,1.0,0.3
1016,45,6,1.2,4.8,Reject,0.49,0.62,0.33
1016,46,15,6.0,9.0,Accept,5.6,1.0,0.29
1016,48,15,1.5,13.5,Accept,-1.53,0.18,0.32
1016,49,9,2.7,6.3,Accept,2.6,0.93,0.26
1016,51,15,3.75,11.25,Accept,3.48,0.97,0.27
1017,1,12,4.2,7.8,Accept,2.58,0.93,0.5
1017,2,15,5.25,9.75,Accept,3.83,0.98,0.46
1017,3,15,6.0,9.0,Accept,5.68,1.0,0.42
1017,4,15,3.75,11.25,Accept,1.5,0.82,0.42
1017,6,9,2.7,6.3,Reject,2.16,0.9,0.37
1017,7,9,4.5,4.5,Reject,4.15,0.98,0.35
1017,8,15,5.25,9.75,Accept,4.68,0.99,0.39
1017,9,6,1.8,4.2,Reject,1.37,0.8,0.38
1017,10,9,3.6,5.4,Accept,3.5,0.97,0.36
1017,12,18,4.5,13.5,Accept,2.57,0.93,0.37
1017,13,15,1.5,13.5,Reject,-1.65,0.16,0.33
1017,15,15,3.0,12.0,Accept,2.14,0.9,0.26
1017,16,9,4.5,4.5,Accept,3.92,0.98,0.24
1017,17,18,9.0,9.0,Accept,8.19,1.0,0.32
1017,19,9,2.25,6.75,Reject,1.24,0.78,0.37
1017,20,6,2.4,3.6,Accept,2.31,0.91,0.34
1017,21,6,1.2,4.8,Reject,0.36,0.59,0.36
1017,22,12,1.2,10.8,Accept,-1.06,0.26,0.31
1017,25,15,5.25,9.75,Accept,4.86,0.99,0.25
1017,26,15,3.0,12.0,Accept,1.95,0.88,0.28
1017,27,12,2.4,9.6,Accept,1.81,0.86,0.25
1017,29,15,6.0,9.0,Accept,5.39,1.0,0.24
1017,32,9,2.7,6.3,Accept,2.67,0.94,0.29
1017,33,9,2.25,6.75,Accept,1.92,0.87,0.29
1017,35,12,4.8,7.2,Accept,4.44,0.99,0.28
1017,37,18,5.4,12.6,Accept,5.16,0.99,0.31
1017,38,9,1.8,7.2,Reject,0.91,0.71,0.31
1017,39,12,4.2,7.8,Accept,3.98,0.98,0.28
1017,41,9,2.7,6.3,Accept,2.7,0.94,0.3
1017,43,15,1.5,13.5,Reject,-1.19,0.23,0.3
1017,45,15,3.75,11.25,Accept,3.71,0.98,0.24
1017,46,15,5.25,9.75,Accept,4.85,0.99,0.24
1017,48,9,3.6,5.4,Accept,3.32,0.97,0.27
1017,49,9,2.7,6.3,Accept,2.6,0.93,0.31
1017,50,9,1.8,7.2,Accept,0.92,0.71,0.31
1017,51,12,3.0,9.0,Reject,2.72,0.94,0.28
1018,2,6,1.8,4.2,Accept,0.72,0.67,0.5
1018,3,15,5.25,9.75,Accept,4.04,0.98,0.44
1018,4,9,2.7,6.3,Accept,1.78,0.86,0.41
1018,6,12,4.2,7.8,Accept,3.89,0.98,0.38
1018,7,9,1.8,7.2,Reject,0.42,0.6,0.37
1018,8,15,6.0,9.0,Accept,5.7,1.0,0.32
1018,11,9,2.7,6.3,Accept,2.35,0.91,0.34
1018,12,12,3.0,9.0,Accept,2.13,0.89,0.33
1018,14,18,5.4,12.6,Accept,5.3,1.0,0.31
1018,15,9,4.5,4.5,Accept,4.06,0.98,0.3
1018,17,15,6.0,9.0,Accept,5.86,1.0,0.36
1018,18,18,4.5,13.5,Accept,2.49,0.92,0.37
1018,22,15,3.0,12.0,Accept,1.15,0.76,0.34
1018,23,18,9.0,9.0,Accept,8.08,1.0,0.3
1018,24,15,1.5,13.5,Reject,-1.97,0.12,0.36
1018,27,15,3.75,11.25,Accept,3.35,0.97,0.28
1018,28,15,3.0,12.0,Accept,2.04,0.89,0.27
1018,30,9,3.6,5.4,Accept,3.26,0.96,0.25
1018,31,9,2.25,6.75,Accept,1.89,0.87,0.29
1018,32,15,3.75,11.25,Accept,3.33,0.97,0.28
1018,33,9,1.8,7.2,Accept,1.22,0.77,0.27
1018,35,15,5.25,9.75,Accept,4.88,0.99,0.25
1018,37,9,2.7,6.3,Accept,2.66,0.93,0.28
1018,38,6,2.4,3.6,Accept,2.23,0.9,0.29
1018,39,12,1.2,10.8,Reject,-1.18,0.24,0.32
1018,40,12,2.4,9.6,Reject,1.81,0.86,0.25
1018,41,12,4.2,7.8,Accept,3.86,0.98,0.24
1018,43,15,5.25,9.75,Reject,4.96,0.99,0.27
1018,44,6,1.2,4.8,Accept,0.69,0.67,0.3
1018,45,9,3.6,5.4,Accept,3.3,0.96,0.27
1018,46,9,4.5,4.5,Accept,4.06,0.98,0.31
1018,47,15,1.5,13.5,Reject,-2.07,0.11,0.36
1018,48,12,4.8,7.2,Accept,4.46,0.99,0.29
1018,49,9,2.25,6.75,Accept,1.69,0.84,0.32
1018,50,15,5.25,9.75,Accept,5.06,0.99,0.3
1018,51,9,2.7,6.3,Accept,2.59,0.93,0.31
1019,2,12,1.2,10.8,Reject,-3.12,0.04,0.5
1019,4,6,1.8,4.2,Reject,1.37,0.8,0.38
1019,5,15,3.75,11.25,Accept,2.32,0.91,0.36
1019,6,9,1.8,7.2,Accept,0.79,0.69,0.32
1019,11,12,3.0,9.0,Accept,2.6,0.93,0.29
1019,12,18,9.0,9.0,Accept,7.99,1.0,0.28
1019,14,15,1.5,13.5,Reject,-1.78,0.14,0.34
1019,16,9,2.25,6.75,Accept,2.09,0.89,0.27
1019,18,15,3.75,11.25,Accept,3.56,0.97,0.26
1019,19,9,4.5,4.5,Accept,3.96,0.98,0.26
1019,20,12,4.2,7.8,Accept,4.15,0.98,0.33
1019,21,9,2.7,6.3,Accept,2.4,0.92,0.34
1019,22,9,2.7,6.3,Accept,2.49,0.92,0.33
1019,23,15,3.0,12.0,Accept,1.4,0.8,0.32
1019,24,6,1.2,4.8,Accept,0.75,0.68,0.28
1019,25,6,2.4,3.6,Accept,2.19,0.9,0.26
1019,26,15,6.0,9.0,Accept,5.63,1.0,0.3
1019,27,15,3.0,12.0,Accept,1.24,0.78,0.33
1019,28,15,5.25,9.75,Accept,5.03,0.99,0.29
1019,30,15,5.25,9.75,Accept,5.1,0.99,0.31
1019,32,15,5.25,9.75,Accept,5.14,0.99,0.32
1019,33,9,4.5,4.5,Accept,4.12,0.98,0.33
1019,34,12,4.2,7.8,Accept,3.87,0.98,0.38
1019,35,9,3.6,5.4,Accept,3.54,0.97,0.37
1019,37,15,1.5,13.5,Accept,-2.28,0.09,0.38
1019,38,18,4.5,13.5,Accept,3.75,0.98,0.3
1019,39,9,2.7,6.3,Accept,2.66,0.93,0.28
1019,41,9,1.8,7.2,Accept,1.09,0.75,0.29
1019,42,9,3.6,5.4,Accept,3.29,0.96,0.26
1019,43,12,4.8,7.2,Accept,4.51,0.99,0.3
1019,44,15,6.0,9.0,Accept,5.75,1.0,0.33
1019,45,9,2.7,6.3,Accept,2.28,0.91,0.35
1019,46,18,5.4,12.6,Accept,4.81,0.99,0.34
1019,49,12,2.4,9.6,Accept,1.04,0.74,0.33
1019,50,15,5.25,9.75,Accept,5.02,0.99,0.29
1019,51,9,2.25,6.75,Accept,1.79,0.86,0.31
1020,2,15,1.5,13.5,Reject,-3.9,0.02,0.5
1020,3,12,1.2,10.8,Reject,-1.82,0.14,0.38
1020,4,15,5.25,9.75,Accept,5.05,0.99,0.3
1020,5,15,3.75,11.25,Accept,2.91,0.95,0.31
1020,8,9,1.8,7.2,Accept,1.04,0.74,0.29
1020,10,9,2.7,6.3,Accept,2.62,0.93,0.27
1020,11,9,3.6,5.4,Accept,3.32,0.97,0.28
1020,12,18,9.0,9.0,Accept,8.16,1.0,0.31
1020,14,9,2.25,6.75,Accept,1.28,0.78,0.37
1020,15,9,4.5,4.5,Accept,4.13,0.98,0.33
1020,16,15,6.0,9.0,Accept,5.94,1.0,0.38
1020,17,18,4.5,13.5,Accept,2.26,0.91,0.39
1020,19,12,3.0,9.0,Accept,1.95,0.88,0.35
1020,20,12,4.2,7.8,Accept,4.1,0.98,0.32
1020,21,15,3.75,11.25,Accept,2.7,0.94,0.33
1020,22,12,2.4,9.6,Reject,1.27,0.78,0.3
1020,23,9,2.25,6.75,Accept,2.06,0.89,0.27
1020,24,12,4.8,7.2,Accept,4.4,0.99,0.27
1020,25,6,2.4,3.6,Accept,2.26,0.91,0.31
1020,26,6,1.8,4.2,Accept,1.61,0.83,0.33
1020,27,6,1.2,4.8,Accept,0.53,0.63,0.32
1020,29,15,5.25,9.75,Accept,5.01,0.99,0.29
1020,30,9,2.7,6.3,Reject,2.65,0.93,0.31
1020,32,15,3.0,12.0,Accept,1.6,0.83,0.3
1020,34,9,3.6,5.4,Accept,3.31,0.96,0.27
1020,35,9,1.8,7.2,Accept,0.9,0.71,0.31
1020,39,15,5.25,9.75,Accept,4.98,0.99,0.28
1020,40,9,4.5,4.5,Accept,4.05,0.98,0.3
1020,41,15,5.25,9.75,Accept,5.12,0.99,0.36
1020,42,12,4.2,7.8,Accept,4.13,0.98,0.36
1020,43,9,2.7,6.3,Accept,2.26,0.91,0.35
1020,44,18,5.4,12.6,Accept,4.78,0.99,0.34
1020,45,15,1.5,13.5,Accept,-1.56,0.17,0.33
1020,46,9,2.7,6.3,Accept,2.61,0.93,0.26
1020,48,15,6.0,9.0,Accept,5.52,1.0,0.27
1020,50,15,3.0,12.0,Accept,1.52,0.82,0.31
1021,2,15,5.25,9.75,Accept,3.23,0.96,0.5
1021,3,12,2.4,9.6,Accept,-0.35,0.41,0.46
1021,5,9,2.7,6.3,Accept,2.06,0.89,0.38
1021,6,15,1.5,13.5,Accept,-1.94,0.13,0.35
1021,8,6,1.8,4.2,Accept,1.77,0.85,0.28
1021,9,9,1.8,7.2,Accept,1.11,0.75,0.28
1021,10,18,9.0,9.0,Accept,7.92,1.0,0.26
1021,11,9,3.6,5.4,Accept,3.45,0.97,0.33
1021,13,12,4.2,7.8,Accept,4.18,0.98,0.35
1021,14,15,6.0,9.0,Accept,5.82,1.0,0.35
1021,15,9,2.7,6.3,Accept,2.17,0.9,0.37
1021,16,9,4.5,4.5,Accept,4.15,0.98,0.35
1021,17,6,2.4,3.6,Accept,2.39,0.92,0.39
1021,19,15,6.0,9.0,Accept,5.98,1.0,0.39
1021,20,15,5.25,9.75,Accept,4.63,0.99,0.4
1021,21,18,4.5,13.5,Accept,2.36,0.91,0.38
1021,25,9,3.6,5.4,Accept,3.47,0.97,0.34
1021,26,9,1.8,7.2,Reject,0.51,0.62,0.36
1021,27,15,5.25,9.75,Accept,5.11,0.99,0.31
1021,29,15,3.0,12.0,Reject,1.33,0.79,0.32
1021,30,9,4.5,4.5,Accept,4.02,0.98,0.29
1021,31,18,5.4,12.6,Accept,4.58,0.99,0.35
1021,33,9,2.7,6.3,Accept,2.41,0.92,0.34
1021,34,12,1.2,10.8,Accept,-1.23,0.23,0.32
1021,35,6,1.2,4.8,Reject,0.89,0.71,0.26
1021,37,9,2.25,6.75,Accept,2.23,0.9,0.24
1021,38,15,5.25,9.75,Accept,4.85,0.99,0.24
1021,39,12,3.0,9.0,Accept,2.73,0.94,0.28
1021,41,15,3.0,12.0,Accept,2.09,0.89,0.27
1021,43,15,3.75,11.25,Accept,3.74,0.98,0.25
1021,45,15,3.75,11.25,Accept,3.74,0.98,0.25
1021,46,9,2.7,6.3,Accept,2.58,0.93,0.25
1021,47,15,1.5,13.5,Accept,-0.72,0.33,0.26
1021,48,9,2.25,6.75,Accept,2.17,0.9,0.21
1021,50,12,4.2,7.8,Accept,3.83,0.98,0.23
1021,51,12,4.8,7.2,Accept,4.39,0.99,0.26
1022,2,12,4.8,7.2,Accept,3.72,0.98,0.5
1022,3,9,2.7,6.3,Accept,1.32,0.79,0.47
1022,4,18,9.0,9.0,Accept,8.64,1.0,0.42
1022,6,6,2.4,3.6,Accept,2.17,0.9,0.44
1022,7,15,5.25,9.75,Accept,4.17,0.98,0.43
1022,9,12,1.2,10.8,Reject,-2.11,0.11,0.41
1022,10,9,2.7,6.3,Accept,2.58,0.93,0.31
1022,11,15,6.0,9.0,Accept,5.66,1.0,0.31
1022,12,9,2.25,6.75,Accept,1.55,0.82,0.34
1022,15,15,5.25,9.75,Accept,5.1,0.99,0.31
1022,16,15,3.75,11.25,Reject,2.77,0.94,0.32
1022,17,9,4.5,4.5,Accept,4.05,0.98,0.3
1022,18,15,3.0,12.0,Reject,0.83,0.7,0.36
1022,20,9,3.6,5.4,Accept,3.4,0.97,0.31
1022,22,9,2.7,6.3,Accept,2.39,0.92,0.34
1022,23,15,5.25,9.75,Accept,5.16,0.99,0.33
1022,24,12,4.2,7.8,Accept,4.15,0.98,0.33
1022,25,9,2.25,6.75,Accept,1.53,0.82,0.34
1022,27,15,3.75,11.25,Accept,2.91,0.95,0.31
1022,28,15,5.25,9.75,Accept,5.04,0.99,0.29
1022,31,15,1.5,13.5,Reject,-1.34,0.21,0.31
1022,32,9,4.5,4.5,Accept,3.93,0.98,0.25
1022,34,12,3.0,9.0,Accept,2.21,0.9,0.32
1022,35,9,1.8,7.2,Accept,0.98,0.73,0.3
1022,37,12,2.4,9.6,Accept,1.64,0.84,0.27
1022,38,9,3.6,5.4,Accept,3.26,0.96,0.25
1022,40,6,1.2,4.8,Accept,0.69,0.67,0.29
1022,41,15,6.0,9.0,Accept,5.5,1.0,0.27
1022,43,18,5.4,12.6,Accept,5.3,1.0,0.31
1022,44,6,1.8,4.2,Accept,1.78,0.86,0.3
1022,45,18,4.5,13.5,Accept,3.64,0.97,0.3
1022,46,15,3.0,12.0,Accept,1.82,0.86,0.29
1022,47,15,1.5,13.5,Reject,-0.67,0.34,0.26
1022,48,9,2.7,6.3,Accept,2.5,0.92,0.21
1022,50,12,4.2,7.8,Accept,3.87,0.98,0.24
1022,51,9,1.8,7.2,Accept,1.21,0.77,0.27
1023,1,9,3.6,5.4,Accept,2.79,0.94,0.5
1023,2,9,2.7,6.3,Reject,1.32,0.79,0.47
1023,4,9,2.7,6.3,Accept,1.74,0.85,0.42
1023,6,9,3.6,5.4,Reject,3.56,0.97,0.38
1023,7,15,3.75,11.25,Accept,1.88,0.87,0.39
1023,8,6,2.4,3.6,Accept,2.32,0.91,0.35
1023,10,15,1.5,13.5,Reject,-2.05,0.11,0.36
1023,12,9,1.8,7.2,Accept,1.12,0.75,0.28
1023,13,12,4.8,7.2,Accept,4.38,0.99,0.26
1023,15,15,3.0,12.0,Accept,1.63,0.84,0.3
1023,18,9,4.5,4.5,Accept,3.98,0.98,0.27
1023,20,9,2.25,6.75,Accept,1.52,0.82,0.34
1023,21,15,5.25,9.75,Accept,5.11,0.99,0.31
1023,23,12,4.2,7.8,Accept,4.12,0.98,0.32
1023,24,15,5.25,9.75,Accept,5.18,0.99,0.33
1023,25,15,3.75,11.25,Accept,2.57,0.93,0.34
1023,26,6,1.8,4.2,Accept,1.74,0.85,0.31
1023,27,6,1.2,4.8,Accept,0.62,0.65,0.31
1023,28,18,4.5,13.5,Accept,4.09,0.98,0.28
1023,29,15,5.25,9.75,Accept,4.94,0.99,0.27
1023,30,9,2.7,6.3,Accept,2.68,0.94,0.29
1023,32,9,2.7,6.3,Accept,2.69,0.94,0.29
1023,33,12,1.2,10.8,Reject,-0.92,0.28,0.3
1023,35,18,9.0,9.0,Accept,7.82,1.0,0.24
1023,36,12,4.2,7.8,Accept,4.1,0.98,0.32
1023,37,15,3.0,12.0,Reject,1.29,0.78,0.33
1023,38,12,2.4,9.6,Accept,1.44,0.81,0.29
1023,39,18,5.4,12.6,Accept,5.23,0.99,0.26
1023,40,15,6.0,9.0,Accept,5.52,1.0,0.27
1023,42,12,3.0,9.0,Accept,2.34,0.91,0.31
1023,43,9,2.25,6.75,Accept,1.9,0.87,0.29
1023,44,9,4.5,4.5,Accept,4.01,0.98,0.28
1023,45,15,6.0,9.0,Accept,5.8,1.0,0.35
1023,46,15,1.5,13.5,Reject,-2.04,0.12,0.36
1023,47,15,5.25,9.75,Accept,5.0,0.99,0.28
1023,51,9,1.8,7.2,Accept,0.96,0.72,0.3
1024,2,9,2.7,6.3,Accept,1.08,0.75,0.5
1024,3,6,2.4,3.6,Accept,2.18,0.9,0.44
1024,4,15,5.25,9.75,Accept,4.2,0.99,0.43
1024,6,15,5.25,9.75,Accept,4.51,0.99,0.4
1024,7,15,6.0,9.0,Accept,5.96,1.0,0.39
1024,9,9,2.7,6.3,Accept,1.96,0.88,0.39
1024,10,6,1.2,4.8,Reject,0.31,0.58,0.36
1024,13,18,4.5,13.5,Accept,3.45,0.97,0.31
1024,16,9,2.25,6.75,Accept,1.88,0.87,0.3
1024,17,9,2.7,6.3,Accept,2.66,0.93,0.28
1024,18,12,2.4,9.6,Accept,1.46,0.81,0.29
1024,19,12,3.0,9.0,Accept,2.88,0.95,0.26
1024,20,15,1.5,13.5,Accept,-0.63,0.35,0.26
1024,21,18,9.0,9.0,Accept,7.7,1.0,0.21
1024,22,6,1.8,4.2,Accept,1.8,0.86,0.3
1024,23,15,3.75,11.25,Accept,3.1,0.96,0.3
1024,24,12,4.2,7.8,Accept,4.0,0.98,0.28
1024,25,12,4.8,7.2,Accept,4.51,0.99,0.3
1024,27,12,4.2,7.8,Accept,4.15,0.98,0.33
1024,28,15,5.25,9.75,Accept,5.2,0.99,0.34
1024,30,15,5.25,9.75,Accept,5.22,0.99,0.34
1024,32,9,1.8,7.2,Accept,0.63,0.65,0.34
1024,33,9,3.6,5.4,Accept,3.38,0.97,0.3
1024,34,9,2.7,6.3,Accept,2.45,0.92,0.33
1024,35,15,6.0,9.0,Accept,5.71,1.0,0.32
1024,38,15,1.5,13.5,Reject,-1.81,0.14,0.34
1024,39,9,3.6,5.4,Accept,3.31,0.96,0.27
1024,40,9,4.5,4.5,Accept,4.07,0.98,0.31
1024,41,15,3.0,12.0,Accept,0.75,0.68,0.37
1024,43,9,4.5,4.5,Accept,4.09,0.98,0.32
1024,44,18,5.4,12.6,Accept,4.24,0.99,0.37
1024,46,9,1.8,7.2,Accept,0.58,0.64,0.35
1024,47,12,1.2,10.8,Reject,-1.02,0.27,0.31
1024,48,15,3.75,11.25,Accept,3.73,0.98,0.24
1024,49,9,2.25,6.75,Reject,2.24,0.9,0.25
1024,50,15,3.0,12.0,Accept,2.37,0.91,0.25
1025,1,6,1.2,4.8,Accept,-0.42,0.4,0.5
1025,2,9,2.7,6.3,Reject,1.81,0.86,0.41
1025,4,15,5.25,9.75,Accept,4.89,0.99,0.38
1025,6,18,9.0,9.0,Accept,8.41,1.0,0.37
1025,7,12,4.2,7.8,Accept,3.57,0.97,0.41
1025,8,9,2.7,6.3,Accept,1.96,0.88,0.39
1025,9,15,5.25,9.75,Accept,5.07,0.99,0.36
1025,10,15,3.75,11.25,Accept,2.27,0.91,0.36
1025,12,9,3.6,5.4,Accept,3.43,0.97,0.33
1025,13,9,4.5,4.5,Accept,4.16,0.98,0.35
1025,14,6,1.8,4.2,Accept,1.29,0.78,0.39
1025,15,18,4.5,13.5,Accept,2.62,0.93,0.37
1025,16,12,3.0,9.0,Accept,2.12,0.89,0.33
1025,17,12,4.2,7.8,Accept,4.07,0.98,0.31
1025,18,15,6.0,9.0,Accept,5.7,1.0,0.32
1025,19,18,5.4,12.6,Accept,4.69,0.99,0.34
1025,20,15,6.0,9.0,Accept,5.74,1.0,0.33
1025,21,15,5.25,9.75,Accept,5.23,0.99,0.35
1025,22,15,1.5,13.5,Accept,-1.89,0.13,0.35
1025,24,9,1.8,7.2,Reject,1.19,0.77,0.28
1025,26,9,2.25,6.75,Accept,2.23,0.9,0.25
1025,27,9,2.25,6.75,Accept,2.23,0.9,0.25
1025,29,15,5.25,9.75,Accept,4.88,0.99,0.25
1025,31,15,3.0,12.0,Accept,1.91,0.87,0.28
1025,34,12,2.4,9.6,Reject,1.79,0.86,0.26
1025,35,12,4.8,7.2,Accept,4.32,0.99,0.24
1025,36,15,3.0,12.0,Accept,1.81,0.86,0.29
1025,37,9,4.5,4.5,Accept,3.96,0.98,0.26
1025,38,9,1.8,7.2,Reject,0.72,0.67,0.33
1025,39,15,3.75,11.25,Accept,3.17,0.96,0.29
1025,42,6,2.4,3.6,Accept,2.22,0.9,0.28
1025,43,9,2.7,6.3,Reject,2.57,0.93,0.32
1025,44,12,1.2,10.8,Accept,-1.08,0.25,0.31
1025,45,9,3.6,5.4,Reject,3.26,0.96,0.25
1025,47,9,2.7,6.3,Accept,2.69,0.94,0.29
1025,48,15,1.5,13.5,Reject,-1.14,0.24,0.3
1026,1,15,1.5,13.5,Reject,-3.9,0.02,0.5
1026,3,9,4.5,4.5,Accept,4.23,0.99,0.38
1026,4,9,3.6,5.4,Accept,3.47,0.97,0.42
1026,5,9,2.7,6.3,Accept,1.8,0.86,0.41
1026,7,9,2.7,6.3,Accept,2.07,0.89,0.38
1026,8,12,1.2,10.8,Reject,-1.55,0.18,0.35
1026,10,15,5.25,9.75,Accept,4.98,0.99,0.28
1026,12,12,4.2,7.8,Accept,4.05,0.98,0.3
1026,13,12,2.4,9.6,Reject,1.16,0.76,0.31
1026,15,15,3.75,11.25,Accept,3.34,0.97,0.28
1026,17,9,4.5,4.5,Accept,3.99,0.98,0.27
1026,18,15,3.0,12.0,Accept,1.11,0.75,0.34
1026,19,15,5.25,9.75,Accept,5.05,0.99,0.3
1026,21,15,6.0,9.0,Accept,5.68,1.0,0.31
1026,23,15,6.0,9.0,Accept,5.77,1.0,0.34
1026,24,15,3.0,12.0,Reject,0.87,0.71,0.36
1026,25,6,1.2,4.8,Accept,0.6,0.65,0.31
1026,26,18,4.5,13.5,Accept,4.06,0.98,0.28
1026,28,18,5.4,12.6,Accept,5.26,0.99,0.27
